row_index,employee,text_columns_used,comment_text,positive_score,negative_score,matched_phrases,basis
1342,(unknown employee),body,"[IMAGE][IMAGE]  Don, 	[IMAGE] 	


  	
[IMAGE] 	
 Forgot your member name? It is: CIRCLE5B  Forgot your iWon password? Click here.     You received this email because when you registered at iWon you agreed to receive email from us. To unsubscribe from one or more email categories, please click below. Please note, changes may take up to one week to process. If you're not signed in, you will need to do so before you can update your profile. Click here.",0,1,,negative_word_score
1349,(unknown employee),body,"no, but your best friend, ami, will


   
	
	
	From:  Yvette G Connevey @ ENRON                           03/03/2000 08:48 AM",0,1,,negative_word_score
1356,(unknown employee),body,"Around midnight last night as I was creating our calendar for the week, I ran 
through the incoming calls on caller ID to find the piano teacher's number.  
I think that I saw yours.  Did I miss you sometime this weekend?  With almost 
two teenagers in the house, my personal messages have dropped very far down 
the list in importance.  I an never quite sure that I get messages that 
anyone calls!  Feel free to call me at work, or I can try to catch you during 
my commute tonight again.  

Hope you had a good weekend.  Ours involved homework, shoe shopping and 
continuing the search for new clothes.  Our friend Mo was in town from London 
and had burgers with us on Saturday night.    --Sally",1,3,,negative_word_score
1357,(unknown employee),body,"Lloyd, Don and I would like to see the following background for the positions of hourly and scheduling desk.  
 
Experience:  0-2 years of work experience preferably in a position with daily customer contact.
 
Communication Skills:  Must exhibit effective communication skills within the power group and to our outside customers.    
 
Education:  Economics, Marketing, Finance Degree.
 
Competiveness:  Motivated, competitive, and team-oriented people who handle stress well work best in this group. High School or College Athletes generally work well in our group.
 
Detail Oriented:  Strong analytical skills required for highly detailed documentation for tracking and scheduling trades.  
 
Shift Work:  12-Hour shifts, both days and nights.",0,1,,negative_word_score
1358,(unknown employee),body,"In its first week, the ThinkBank's Idea Vault received more than 35 ideas 
from all over the world!  And those ideas aren't just sitting there -- oh, 
no.  Connections have been made, dialogues have been started, things are 
happening at the ThinkBank.   
What's your interest rate?  Come to the ThinkBank today.


Did you ask a question at the all-employee meeting last month that was not 
answered?  Take a look in eMeet.  We've posted responses to questions from 
the meeting, as well as another anonymous question to the Office of the 
Chairman.  See the ""Office of the Chairman"" category in eMeet.


Stop by the eSpeak Archives to see what was discussed in Cindy Olson's 
EnronOptions event.  Great questions, great answers.  They're all in the 
transcript on eSpeak.",2,3,,negative_word_score
1361,(unknown employee),body,"I was able to get into the application this time.  I could see the request 
for Shona on the screen and I clicked ""Approval"".  The status did not change 
from pending and there was no pop up on the screen that indicated that the 
request was processed.  So I do not know if this worked.  




ARSystem@ect.enron.com on 09/01/2000 03:12:01 PM",0,5,,negative_word_score
1365,(unknown employee),body,"Can't remember at this point what the question was!  Thanks for following up 
-- I will call you if I remember.  --Sally 




Rebecca Ford
07/26/2000 05:20 PM",0,1,,negative_word_score
1373,(unknown employee),body,"Why did I not get this until 12:41?


   
	
	
	From:  Christian LeBroc @ ENRON                           10/23/2000 12:41 PM",0,2,,negative_word_score
1375,(unknown employee),body,"We  have switched all the ENA financial gas deals that should be marked as 
physical.  Again,  we flipped these deals through a physical book so that the 
options trader could see his positions.  There appear to be deals still out 
there for Global Markets,  South America,  and ECC.  

Debbie - Some of these deals actually should still be financial.

Leslie - If you will get in touch with Canada,  I will talk to Global Markets 
and South America.

Thanks",0,2,,negative_word_score
1376,(unknown employee),body,"This in an automated e-mail sent out from the Commissioner.COM
web site.  Do not reply to this e-mail, but instead please visit
your league's site at http://football.commissioner.com/kourn


-------------------------------------------------------------

Eric Bass requests the following transaction:.


  Drop Cade McNown.
  Add Justin Watson.

-------------------------------------------------------------

To approve this transaction, please go to your web site and
select Transactions, Requests in the Front Office.",0,1,,negative_word_score
1377,(unknown employee),body,"Don
Did you manage to re-enable my IT access for a couple of days?
Regards
Dave 
home    (713) 526 4067
Mobile (713) 598 8785",0,1,,negative_word_score
1390,(unknown employee),body,"Attached is Bob Superty's summary of the impact on the late noms today.  We 
do not anticipate any pipeline penalties.  On those pipes where the nom type 
is ""Intraday"", there may be some pipeline imbalance created for us to work 
through.  The logistics staff will have a lot of work to do on Thursday 
morning to contact customers asking them to renom on the pipes where our noms 
were late.  Overall, these pipelines worked well with us today.  
Let me know if you have any questions.  --Sally",0,3,,negative_word_score
1394,(unknown employee),body,"OK...begging bowl in hand....

Do you have anyone I could borrow for a couple of months?

Either Sen Spec or Spec - to work with Kristin Albrecht on some general 
ledger clear-up and go-forward work.

I really need someone - I've hired but these new people will take a while to 
show up.

Thanks.

B.",0,1,,negative_word_score
1396,(unknown employee),body,"Susan discussed with you this bad $1000 proposed penalty for one week or more in length transmission requests that are accepted by MISO, but not confirmed by the Customer.  Attached is a draft protest that we will file Monday.",0,2,,negative_word_score
1399,(unknown employee),body,"Facility fees should be part of the accrual value that fall's out each month 
( as long as the deals are in the WH portfolio).  This value should not be 
given to Sharp unless he bears the cost of the facilities.  There is a file 
in my folder that has a listing of some of the deals that have facility 
fees.  For further info contact Vance Taylor. (the file is called fac costs)

In addition,  I am forwarding an e-mail sent by George Weissman to me 
regarding accrual value.  He thinks that the Coastal Deal that shows up as a 
huge negative each month should have been restructured in April.  Could you 
check into this and get back to him?

Thanks,

Eric



   
	Enron Capital Management
	
	From:  David Baumbach                           05/16/2000 11:33 AM",0,2,,negative_word_score
1400,(unknown employee),body,"Where would you like to meet?  LU-M
--",0,1,,negative_word_score
1403,(unknown employee),body,"Dear Ms. Beck:

I am writing to thank you for taking your time to talk with me on the
phone this morning. I am very excited about this opprtunity to speak with
you again.

I understand that you must very busy now and I attach my resume to gain
more time to discuss how my background fits Enron's requirements and
business objectives.

I will call you at 4.30 pm today.

Thank you,


Sona


 - e_resume_S.K..doc",0,1,,negative_word_score
1411,(unknown employee),body,"Executive Committee Weekly Meeting
Date:		Monday, August 15, 2001			
Time:		11:00 a.m. (CDT)
Location:	50th Floor Boardroom
Video:		Connections will be established with remote locations upon request.
Conf call:	AT&T lines have been reserved.  Please contact Sherri Sera (713-853-5984)
		or Bill Dorsey (713-646-6505) for the weekly dail-in number and passcode.


Please indicate below whether or not you plan to attend this meeting and through what medium.

	Yes, I will attend in person	----------

	By video conference from	----------

	By Conference call		----------

	No, I will not attend		----------



Please return this e-mail to me with your response by 12:00 p.m., Friday, August 17th


Thank you, 
Bill Dorsey.",0,4,,negative_word_score
